GeneSymbol,Category
AP000689.8,processed_transcript
AP000692.9,sense_overlapping
AP000695.4,antisense
AP000695.6,antisense
AP000696.2,lincRNA
AP000697.6,antisense
AP000699.2,sense_intronic
AP000704.5,lincRNA
AP000705.6,processed_pseudogene
AP000705.7,lincRNA
AP000705.8,processed_pseudogene
AP000708.1,NA
AP000720.1,processed_pseudogene
AP000745.1,NA
AP000757.1,NA
AP000766.2,processed_pseudogene
AP000767.2,NA
AP000769.1,transcribed_unprocessed_pseudogene
AP000770.1,lincRNA
AP000787.1,antisense
AP000790.1,processed_transcript
AP000797.1,processed_pseudogene
AP000797.2,processed_pseudogene
AP000802.1,antisense
AP000807.1,NA
AP000807.2,NA
AP000807.3,NA
AP000808.1,lincRNA
AP000844.1,antisense
AP000855.4,lincRNA
AP000857.1,processed_pseudogene
AP000866.1,antisense
AP000866.2,antisense
AP000867.1,NA
AP000867.13,processed_pseudogene
AP000867.14,processed_pseudogene
AP000873.1,processed_transcript
AP000874.1,NA
AP000879.1,NA
AP000880.1,antisense
AP000884.4,lincRNA
AP000886.1,NA
AP000892.4,antisense
AP000897.1,NA
AP000902.2,NA
AP000907.1,NA
AP000907.2,NA
AP000907.3,NA
AP000908.1,NA
AP000911.1,lincRNA
AP000925.2,processed_pseudogene
AP000926.1,protein_coding
AP000936.1,processed_pseudogene
AP000936.3,NA
AP000936.4,antisense
AP000936.5,processed_pseudogene
AP000944.1,lincRNA
AP000946.2,lincRNA
AP000949.1,processed_pseudogene
AP000959.2,lincRNA
AP000963.2,processed_pseudogene
AP000963.3,processed_pseudogene
AP000977.1,antisense
AP000998.1,NA
AP000998.2,lincRNA
AP001005.1,NA
AP001007.1,transcribed_processed_pseudogene
AP001007.3,NA
AP001011.3,protein_coding
AP001024.1,NA
AP001024.2,misc_RNA
AP001025.1,NA
AP001029.3,NA
AP001032.1,NA
AP001037.1,processed_pseudogene
AP001042.1,lincRNA
AP001043.1,lincRNA
AP001043.2,processed_pseudogene
AP001044.2,NA
AP001046.5,lincRNA
AP001046.6,lincRNA
AP001048.4,lincRNA
AP001052.1,NA
AP001052.9,NA
AP001053.11,antisense
AP001053.13,processed_pseudogene
AP001055.6,lincRNA
AP001055.7,NA
AP001056.1,lincRNA
AP001057.1,processed_transcript
AP001058.3,NA
AP001059.5,antisense
AP001062.7,antisense
AP001062.8,sense_overlapping
AP001062.9,antisense
AP001065.1,NA
AP001065.15,lincRNA
AP001065.2,antisense
AP001065.3,antisense
AP001065.6,processed_pseudogene
AP001065.7,processed_pseudogene
AP001065.8,processed_pseudogene
AP001066.10,antisense
AP001085.1,lincRNA
AP001092.4,antisense
AP001092.5,NA
AP001094.1,misc_RNA
AP001102.1,processed_pseudogene
AP001104.1,NA
AP001104.2,NA
AP001107.1,lincRNA
AP001107.3,protein_coding
AP001116.3,processed_pseudogene
AP001120.1,NA
AP001122.1,bidirectional_promoter_lncRNA
AP001136.2,antisense
AP001137.1,NA
AP001148.1,misc_RNA
AP001157.2,processed_pseudogene
AP001157.3,misc_RNA
AP001160.2,NA
AP001166.1,misc_RNA
AP001171.1,lincRNA
AP001178.2,NA
AP001178.3,NA
AP001187.1,NA
AP001187.11,processed_pseudogene
AP001187.12,NA
AP001187.9,lincRNA
AP001189.1,transcribed_unprocessed_pseudogene
AP001189.4,antisense
AP001206.1,NA
AP001207.1,NA
AP001208.1,misc_RNA
AP001255.2,lincRNA
AP001258.1,lincRNA
AP001266.1,NA
AP001267.1,NA
AP001267.2,NA
AP001271.2,antisense
AP001271.3,sense_intronic
AP001271.4,antisense
AP001271.5,NA
AP001282.1,processed_pseudogene
AP001318.1,NA
AP001318.2,misc_RNA
AP001318.4,NA
AP001324.2,NA
AP001324.4,NA
AP001331.1,processed_pseudogene
AP001340.1,NA
AP001340.2,processed_pseudogene
AP001342.1,processed_pseudogene
AP001346.1,NA
AP001346.3,processed_pseudogene
AP001347.1,NA
AP001347.5,unprocessed_pseudogene
AP001347.6,antisense
AP001357.1,NA
AP001362.1,misc_RNA
AP001372.2,NA
AP001415.1,sense_intronic
AP001422.3,lincRNA
AP001430.2,sense_intronic
AP001432.11,antisense
AP001432.14,lincRNA
AP001434.1,processed_pseudogene
AP001434.2,lincRNA
AP001439.2,antisense
AP001441.1,NA
AP001442.2,processed_transcript
AP001462.1,NA
AP001464.1,NA
AP001464.4,lincRNA
AP001465.5,lincRNA
AP001466.1,NA
AP001466.2,NA
AP001466.6,transcribed_unprocessed_pseudogene
AP001466.7,processed_pseudogene
AP001468.1,NA
AP001468.58,antisense
AP001469.5,antisense
AP001469.7,antisense
AP001469.9,antisense
AP001471.1,antisense
AP001472.1,processed_pseudogene
AP001475.1,antisense
AP001476.2,lincRNA
AP001476.3,lincRNA
AP001476.4,lincRNA
AP001482.1,NA
AP001496.1,NA
AP001496.2,NA
AP001525.1,misc_RNA
AP001525.2,NA
AP001528.1,lincRNA
AP001538.1,NA
AP001572.1,NA
AP001582.1,NA
AP001595.1,lincRNA
AP001596.6,antisense
AP001597.1,antisense
AP001601.2,antisense
AP001604.3,lincRNA
AP001605.4,lincRNA
AP001605.6,processed_pseudogene
AP001607.1,lincRNA
AP001610.5,antisense
AP001610.9,lincRNA
AP001615.9,antisense
AP001619.2,sense_intronic
AP001619.3,antisense
AP001623.1,NA
AP001625.4,sense_intronic
AP001625.5,sense_intronic
AP001625.6,antisense
AP001626.1,lincRNA
AP001626.2,antisense
AP001627.1,antisense
AP001628.6,lincRNA
AP001628.7,lincRNA
AP001629.1,NA
AP001630.1,NA
AP001630.5,antisense
AP001631.10,lincRNA
AP001631.9,antisense
AP001634.5,unprocessed_pseudogene
AP001652.1,NA
AP001767.1,lincRNA
AP001781.1,NA
AP001793.1,processed_pseudogene;unitary_pseudogene
AP001803.1,unprocessed_pseudogene
AP001803.2,unprocessed_pseudogene
AP001830.1,NA
AP001884.1,unprocessed_pseudogene
AP001885.1,NA
AP001891.1,lincRNA
AP001922.1,antisense
AP001970.1,NA
AP001972.1,NA
AP001979.1,processed_pseudogene
AP001992.1,NA
AP001998.1,unprocessed_pseudogene
AP001999.1,lincRNA
AP002004.1,transcribed_unprocessed_pseudogene
AP002075.1,processed_pseudogene
AP002347.1,NA
AP002348.1,NA
AP002358.1,unprocessed_pseudogene
AP002358.2,unprocessed_pseudogene
AP002358.3,lincRNA
AP002360.1,protein_coding
AP002364.1,NA
AP002364.2,processed_pseudogene
AP002380.1,NA
AP002380.2,lincRNA
AP002381.2,processed_pseudogene
AP002387.1,transcribed_unitary_pseudogene
AP002414.1,processed_pseudogene
AP002414.2,NA
AP002451.2,NA
AP002472.1,misc_RNA
AP002478.1,NA
AP002478.2,antisense
AP002478.4,NA
AP002490.1,NA
AP002490.2,antisense
AP002495.1,unprocessed_pseudogene
AP002495.3,processed_transcript
AP002495.4,protein_coding
AP002498.1,NA
AP002512.1,unprocessed_pseudogene
AP002520.1,antisense
AP002530.2,processed_pseudogene
AP002748.1,NA
AP002748.3,lincRNA
AP002754.1,lincRNA
AP002770.2,NA
AP002783.1,NA
AP002783.2,NA
AP002783.3,NA
AP002783.4,NA
AP002783.5,NA
AP002783.6,NA
AP002793.1,processed_pseudogene
AP002802.1,lincRNA
AP002806.1,NA
AP002806.2,misc_RNA
AP002812.1,NA
AP002826.1,protein_coding
AP002827.1,processed_pseudogene
AP002841.2,lincRNA
AP002853.1,NA
AP002856.4,lincRNA
AP002856.5,lincRNA
AP002856.6,lincRNA
AP002856.7,lincRNA
AP002884.1,processed_pseudogene
AP002884.2,NA
AP002884.3,NA
AP002886.1,NA
AP002956.2,NA
AP002956.3,protein_coding
AP002956.5,NA
AP002959.1,processed_pseudogene
AP002962.1,NA
AP002982.1,NA
AP002986.1,lincRNA
AP002991.1,lincRNA
AP002992.1,NA
AP003025.2,antisense
AP003027.1,lincRNA
AP003035.1,NA
AP003039.3,lincRNA
AP003039.4,NA
AP003040.1,processed_pseudogene
AP003040.2,NA
AP003041.1,NA
AP003064.1,NA
AP003064.2,NA
AP003065.3,antisense
AP003068.2,NA
AP003068.3,NA
AP003068.4,protein_coding
AP003070.1,NA
AP003072.1,processed_pseudogene
AP003084.1,NA
AP003086.1,lincRNA
AP003100.1,NA
AP003108.1,misc_RNA
AP003122.1,unprocessed_pseudogene
AP003175.1,transcribed_processed_pseudogene
AP003304.1,NA
AP003356.1,NA
AP003357.1,NA
AP003385.1,transcribed_unitary_pseudogene;unprocessed_pseudogene
AP003385.2,processed_pseudogene
AP003392.1,NA
AP003392.2,NA
AP003395.1,antisense
AP003396.1,antisense
AP003402.1,NA
AP003402.2,NA
AP003439.2,NA
AP003461.1,NA
AP003461.10,NA
AP003461.11,NA
AP003461.2,NA
AP003461.3,NA
AP003461.4,NA
AP003461.5,NA
AP003461.6,NA
AP003461.7,NA
AP003461.8,NA
AP003461.9,NA
AP003471.1,sense_intronic
AP003471.2,NA
AP003471.3,NA
AP003476.1,NA
AP003498.1,NA
AP003498.2,NA
AP003499.2,misc_RNA
AP003500.1,NA
AP003530.1,NA
AP003550.1,NA
AP003550.10,NA
AP003550.11,NA
AP003550.12,NA
AP003550.2,NA
AP003550.3,NA
AP003550.4,NA
AP003550.5,NA
AP003550.6,NA
AP003550.7,NA
AP003550.8,NA
AP003550.9,NA
AP003555.1,lincRNA
AP003716.2,transcribed_unprocessed_pseudogene
AP003716.3,unprocessed_pseudogene
AP003716.4,NA
AP003716.5,lincRNA
AP003721.2,NA
AP003730.1,NA
AP003730.2,NA
AP003774.1,antisense
AP003774.4,lincRNA
AP003774.5,lincRNA
AP003774.6,lincRNA
AP003774.7,NA
AP003778.2,unprocessed_pseudogene
AP003780.1,NA
AP003781.2,NA
AP003971.1,NA
AP004147.1,antisense
AP004242.1,processed_pseudogene
AP004242.2,NA
AP004245.1,processed_pseudogene
AP004247.1,NA
AP004248.4,sense_intronic
AP004289.1,processed_pseudogene
AP004289.2,processed_pseudogene
AP004290.1,processed_pseudogene
AP004372.1,antisense
AP004607.1,unprocessed_pseudogene
AP004607.2,unprocessed_pseudogene
AP004609.2,antisense
AP004609.4,misc_RNA
AP005019.3,unprocessed_pseudogene
AP005019.4,unprocessed_pseudogene
AP005058.1,NA
AP005058.2,NA
AP005117.1,NA
AP005117.2,NA
AP005136.2,processed_pseudogene
AP005138.1,NA
AP005210.2,NA
AP005212.1,NA
AP005212.2,NA
AP005227.1,NA
AP005241.1,NA
AP005242.1,NA
AP005264.2,NA
AP005273.1,lincRNA
AP005329.1,NA
AP005380.1,processed_pseudogene
AP005380.2,protein_coding
AP005435.1,unprocessed_pseudogene
AP005482.1,NA
AP005597.1,transcribed_unprocessed_pseudogene
AP005638.1,NA
AP005638.3,NA
AP005639.1,unprocessed_pseudogene
AP005717.1,misc_RNA
AP005718.1,NA
AP005814.1,protein_coding
AP005901.1,transcribed_unprocessed_pseudogene
AP006216.10,antisense
AP006216.11,NA
AP006216.12,antisense
AP006216.5,antisense
AP006222.1,NA
AP006222.2,transcribed_processed_pseudogene
AP006284.1,NA
AP006284.2,NA
AP006284.3,lincRNA
AP006285.1,NA
AP006285.2,antisense
AP006285.3,NA
AP006285.6,lincRNA
AP006285.7,lincRNA
AP006288.1,unprocessed_pseudogene
AP006294.1,NA
AP006294.2,processed_pseudogene
AP006309.4,NA
AP006437.1,protein_coding
AP006565.1,protein_coding
AP006621.1,NA
AP006623.1,antisense
AP006748.1,lincRNA
AP1AR,protein_coding
AP1B1,protein_coding
AP1G1,protein_coding
AP1G2,protein_coding
AP1M1,protein_coding
AP1M2,protein_coding
AP1S1,protein_coding
AP1S2,protein_coding
AP1S3,protein_coding
AP2A1,protein_coding
AP2A2,protein_coding
AP2B1,protein_coding
AP2M1,protein_coding
AP2S1,protein_coding
AP3B1,protein_coding
AP3B2,protein_coding
AP3D1,protein_coding
AP3M1,protein_coding
AP3M2,protein_coding
AP3S1,protein_coding
AP3S2,protein_coding
AP4B1,protein_coding
AP4E1,protein_coding
AP4M1,protein_coding
AP4S1,protein_coding
APAF1,protein_coding
APBA1,protein_coding
APBA2,protein_coding
APBA3,protein_coding
APBB1,protein_coding
APBB1IP,protein_coding
APBB2,protein_coding
APBB3,protein_coding
APC,protein_coding
APC2,protein_coding
APCDD1,protein_coding
APCDD1L,protein_coding
APCS,protein_coding
APEH,protein_coding
APEX1,protein_coding
APEX2,protein_coding
APH1A,protein_coding
APH1B,protein_coding
API5,protein_coding
APIP,protein_coding
APITD1,protein_coding
APLF,protein_coding
APLN,protein_coding
APLNR,protein_coding
APLP1,protein_coding
APLP2,protein_coding
APOA1,protein_coding
APOA1BP,protein_coding
APOA2,protein_coding
APOA4,protein_coding
APOA5,protein_coding
APOB,protein_coding
APOBEC1,protein_coding
APOBEC2,protein_coding
APOBEC3A,protein_coding
APOBEC3B,protein_coding
APOBEC3C,protein_coding
APOBEC3D,protein_coding
APOBEC3F,protein_coding
APOBEC3G,protein_coding
APOBEC3H,protein_coding
APOBEC4,protein_coding
APOC1,protein_coding
APOC2,protein_coding
APOC3,protein_coding
APOC4,protein_coding
APOD,protein_coding
APOE,protein_coding
APOF,protein_coding
APOH,protein_coding
APOL1,protein_coding
APOL2,protein_coding
APOL3,protein_coding
APOL4,protein_coding
APOL5,protein_coding
APOL6,protein_coding
APOLD1,protein_coding
APOM,protein_coding
APOO,protein_coding
APOOL,protein_coding
APP,protein_coding
APPBP2,protein_coding
APPL1,protein_coding
APPL2,protein_coding
APRT,protein_coding
APTX,protein_coding
AQP1,protein_coding
AQP10,protein_coding
AQP11,protein_coding
AQP12A,protein_coding
AQP12B,protein_coding
AQP2,protein_coding
AQP3,protein_coding
AQP4,protein_coding
AQP5,protein_coding
AQP6,protein_coding
AQP7,protein_coding
AQP7P1,unprocessed_pseudogene
AQP7P2,unprocessed_pseudogene
AQP7P3,NA
AQP7P4,unprocessed_pseudogene
AQP8,protein_coding
AQP9,protein_coding
AQR,protein_coding
AR,protein_coding
ARAF,protein_coding
ARAP1,protein_coding
ARAP2,protein_coding
ARAP3,protein_coding
ARC,protein_coding
ARCN1,protein_coding
ARD1B,protein_coding
AREG,protein_coding
AREGB,NA
ARF1,protein_coding
ARF3,protein_coding
ARF4,protein_coding
ARF4P2,processed_pseudogene
ARF5,protein_coding
ARF6,protein_coding
ARFGAP1,protein_coding
ARFGAP2,protein_coding
ARFGAP3,protein_coding
ARFGEF1,protein_coding
ARFGEF2,protein_coding
ARFIP1,protein_coding
ARFIP2,protein_coding
ARFRP1,protein_coding
ARG1,protein_coding
ARG2,protein_coding
ARGFX,protein_coding
ARGFXP1,processed_pseudogene
ARGLU1,protein_coding
ARHGAP1,protein_coding
ARHGAP10,protein_coding
ARHGAP11A,protein_coding
ARHGAP11B,processed_transcript
ARHGAP12,protein_coding
ARHGAP15,protein_coding
ARHGAP17,protein_coding
ARHGAP18,protein_coding
ARHGAP19,protein_coding
ARHGAP20,protein_coding
ARHGAP21,protein_coding
ARHGAP22,protein_coding
ARHGAP23,NA
ARHGAP24,protein_coding
ARHGAP25,protein_coding
ARHGAP26,protein_coding
ARHGAP28,protein_coding
ARHGAP29,protein_coding
ARHGAP30,protein_coding
ARHGAP31,protein_coding
ARHGAP32,protein_coding
ARHGAP33,protein_coding
ARHGAP36,protein_coding
ARHGAP39,protein_coding
ARHGAP4,protein_coding
ARHGAP42,protein_coding
ARHGAP44,protein_coding
ARHGAP5,protein_coding
ARHGAP6,protein_coding
ARHGAP8,protein_coding
ARHGAP9,protein_coding
ARHGDIA,protein_coding
ARHGDIB,protein_coding
ARHGDIG,protein_coding
ARHGEF1,protein_coding
ARHGEF10,protein_coding
ARHGEF10L,protein_coding
ARHGEF11,protein_coding
ARHGEF12,protein_coding
ARHGEF15,protein_coding
ARHGEF16,protein_coding
ARHGEF17,protein_coding
ARHGEF18,protein_coding
ARHGEF19,protein_coding
ARHGEF2,protein_coding
ARHGEF25,protein_coding
ARHGEF26,protein_coding
ARHGEF3,protein_coding
ARHGEF33,protein_coding
ARHGEF35,protein_coding
ARHGEF37,protein_coding
ARHGEF38,protein_coding
ARHGEF4,protein_coding
ARHGEF40,protein_coding
ARHGEF5,protein_coding
ARHGEF6,protein_coding
ARHGEF7,protein_coding
ARHGEF9,protein_coding
ARID1A,protein_coding
ARID1B,protein_coding
ARID2,protein_coding
ARID3A,protein_coding
ARID3B,protein_coding
ARID3C,protein_coding
ARID4A,protein_coding
ARID4B,protein_coding
ARID5A,protein_coding
ARID5B,protein_coding
ARIH1,protein_coding
ARIH2,protein_coding
ARL1,protein_coding
ARL10,protein_coding
ARL11,protein_coding
ARL13A,protein_coding
ARL13B,protein_coding
ARL14,protein_coding
ARL15,protein_coding
ARL16,protein_coding
ARL17A,protein_coding
ARL17B,protein_coding
ARL2,protein_coding
ARL2BP,protein_coding
ARL3,protein_coding
ARL4A,protein_coding
ARL4C,protein_coding
ARL4D,protein_coding
ARL4P,processed_pseudogene
ARL5A,protein_coding
ARL5B,protein_coding
ARL5C,protein_coding
ARL6,protein_coding
ARL6IP1,protein_coding
ARL6IP4,protein_coding
ARL6IP5,protein_coding
ARL6IP6,protein_coding
ARL8A,protein_coding
ARL8B,protein_coding
ARL9,protein_coding
ARMC1,protein_coding
ARMC10,protein_coding
ARMC2,protein_coding
ARMC3,protein_coding
ARMC4,protein_coding
ARMC5,protein_coding
ARMC6,protein_coding
ARMC7,protein_coding
ARMC8,protein_coding
ARMC9,protein_coding
ARMCX1,protein_coding
ARMCX2,protein_coding
ARMCX3,protein_coding
ARMCX4,protein_coding
ARMCX5,protein_coding
ARMCX6,protein_coding
ARMS2,NA
ARNT,protein_coding
ARNT2,protein_coding
ARNTL,protein_coding
ARNTL2,protein_coding
ARPC1A,protein_coding
ARPC1B,protein_coding
ARPC2,protein_coding
ARPC3,protein_coding
ARPC4,protein_coding
ARPC5,protein_coding
ARPC5L,protein_coding
ARPP19,protein_coding
ARPP21,protein_coding
ARR3,protein_coding
ARRB1,protein_coding
ARRB2,protein_coding
ARRDC1,protein_coding
ARRDC2,protein_coding
ARRDC3,protein_coding
ARRDC4,protein_coding
ARRDC5,protein_coding
ARSA,protein_coding
ARSB,protein_coding
ARSD,protein_coding
ARSDP1,unprocessed_pseudogene
ARSE,protein_coding
ARSEP1,transcribed_unprocessed_pseudogene
ARSF,protein_coding
ARSFP1,unprocessed_pseudogene
ARSG,protein_coding
ARSH,protein_coding
ARSI,protein_coding
ARSJ,protein_coding
ARSK,protein_coding
ART1,protein_coding
ART3,protein_coding
ART4,protein_coding
ART5,protein_coding
ARTN,protein_coding
ARV1,protein_coding
ARVCF,protein_coding
ARX,protein_coding
AS3MT,protein_coding
ASAH1,protein_coding
ASAH2,protein_coding
ASAH2B,protein_coding
ASAH2C,NA
ASAP1,protein_coding
ASAP2,protein_coding
ASAP3,protein_coding
ASB1,protein_coding
ASB10,protein_coding
ASB11,protein_coding
ASB12,protein_coding
ASB13,protein_coding
ASB14,protein_coding
ASB15,protein_coding
ASB16,protein_coding
ASB17,protein_coding
ASB18,protein_coding
ASB2,protein_coding
ASB3,protein_coding
ASB4,protein_coding
ASB5,protein_coding
ASB6,protein_coding
ASB7,protein_coding
ASB8,protein_coding
ASB9,protein_coding
ASB9P1,NA
ASCC1,protein_coding
ASCC2,protein_coding
ASCC3,protein_coding
ASCL1,protein_coding
ASCL2,protein_coding
ASCL3,protein_coding
ASCL4,protein_coding
ASF1A,protein_coding
ASF1B,protein_coding
ASGR1,protein_coding
ASGR2,protein_coding
ASH1L,protein_coding
ASH2L,protein_coding
ASH2LP1,processed_pseudogene
ASIP,protein_coding
ASL,protein_coding
ASMT,protein_coding
ASMTL,protein_coding
ASNA1,protein_coding
ASNS,protein_coding
ASNSD1,protein_coding
ASPA,protein_coding
ASPDH,protein_coding
ASPG,protein_coding
ASPH,protein_coding
ASPHD1,protein_coding
ASPHD2,protein_coding
ASPM,protein_coding
ASPN,protein_coding
ASPRV1,protein_coding
ASPSCR1,protein_coding
ASRGL1,protein_coding
ASS1,protein_coding
ASS1P1,processed_pseudogene
ASS1P10,processed_pseudogene
ASS1P11,processed_pseudogene
ASS1P12,processed_pseudogene
ASS1P2,processed_pseudogene
ASS1P4,processed_pseudogene
ASS1P6,processed_pseudogene
ASS1P7,processed_pseudogene
ASS1P9,processed_pseudogene
ASSP5,processed_pseudogene
ASTE1,protein_coding
ASTL,protein_coding
ASTN1,protein_coding
ASTN2,protein_coding
ASXL1,protein_coding
ASXL2,protein_coding
ASXL3,protein_coding
ASZ1,protein_coding
ATAD1,protein_coding
ATAD2,protein_coding
ATAD2B,protein_coding
ATAD3A,protein_coding
ATAD3B,protein_coding
ATAD3C,protein_coding
ATAD5,protein_coding
ATBF1,protein_coding
ATCAY,protein_coding
ATCD1,processed_pseudogene
ATE1,protein_coding
ATF1,protein_coding
ATF1P1,processed_pseudogene
ATF2,protein_coding
ATF3,protein_coding
ATF4,protein_coding
ATF4P,NA
ATF5,protein_coding
ATF6,protein_coding
ATF7,protein_coding
ATF7IP,protein_coding
ATF7IP2,protein_coding
ATG10,protein_coding
ATG12,protein_coding
ATG12P2,processed_pseudogene
ATG13,protein_coding
ATG14,protein_coding
ATG16L1,protein_coding
ATG16L2,protein_coding
ATG2A,protein_coding
ATG2B,protein_coding
ATG3,protein_coding
ATG3P1,processed_pseudogene
ATG4A,protein_coding
ATG4B,protein_coding
ATG4C,protein_coding
ATG4D,protein_coding
ATG5,protein_coding
ATG7,protein_coding
ATG9A,protein_coding
ATG9B,protein_coding
ATHL1,protein_coding
ATIC,protein_coding
ATL1,protein_coding
ATL2,protein_coding
ATL3,protein_coding
ATM,protein_coding
ATMIN,protein_coding
ATN1,protein_coding
ATOH1,protein_coding
ATOH7,protein_coding
ATOH8,protein_coding
ATOX1,protein_coding
ATP10A,protein_coding
ATP10B,protein_coding
ATP10D,protein_coding
ATP11A,protein_coding
ATP11B,protein_coding
ATP11C,protein_coding
ATP12A,protein_coding
ATP13A1,protein_coding
ATP13A2,protein_coding
ATP13A3,protein_coding
ATP13A4,protein_coding
ATP13A5,protein_coding
ATP1A1,protein_coding
ATP1A2,protein_coding
ATP1A3,protein_coding
ATP1A4,protein_coding
ATP1B1,protein_coding
ATP1B2,protein_coding
ATP1B3,protein_coding
ATP1B3P1,NA
ATP1B4,protein_coding
ATP2A1,protein_coding
ATP2A2,protein_coding
ATP2A3,protein_coding
ATP2B1,protein_coding
ATP2B2,protein_coding
ATP2B3,protein_coding
ATP2B4,protein_coding
ATP2C1,protein_coding
ATP2C2,protein_coding
ATP4A,protein_coding
ATP4B,protein_coding
ATP5A1,protein_coding
ATP5A1P1,NA
ATP5A1P10,NA
ATP5A1P2,transcribed_processed_pseudogene
ATP5A1P5,NA
ATP5A1P6,processed_pseudogene
ATP5A1P7,NA
ATP5A1P8,processed_pseudogene
ATP5A1P9,NA
ATP5B,protein_coding
ATP5BP1,processed_pseudogene
ATP5C1,protein_coding
ATP5C1P1,processed_pseudogene
ATP5D,protein_coding
ATP5E,protein_coding
ATP5EP1,processed_pseudogene
ATP5EP2,processed_pseudogene
ATP5F1,protein_coding
ATP5G1,protein_coding
ATP5G1P1,processed_pseudogene
ATP5G2,protein_coding
ATP5G2P1,processed_pseudogene
ATP5G3,protein_coding
ATP5GP1,processed_pseudogene
ATP5H,protein_coding
ATP5I,protein_coding
ATP5J,protein_coding
ATP5J2,protein_coding
ATP5J2LP,processed_pseudogene
ATP5J2P3,processed_pseudogene
ATP5JP1,processed_pseudogene
ATP5L,protein_coding
ATP5L2,protein_coding
ATP5LP2,processed_pseudogene
ATP5LP5,processed_pseudogene
ATP5O,protein_coding
ATP5S,protein_coding
ATP5SL,protein_coding
ATP6AP1,protein_coding
ATP6AP1L,protein_coding
ATP6AP2,protein_coding
ATP6V0A1,protein_coding
ATP6V0A2,protein_coding
ATP6V0A4,protein_coding
ATP6V0B,protein_coding
ATP6V0C,protein_coding
ATP6V0D1,protein_coding
ATP6V0D2,protein_coding
ATP6V0E1,protein_coding
ATP6V0E2,protein_coding
ATP6V1A,protein_coding
ATP6V1B1,protein_coding
ATP6V1B2,protein_coding
ATP6V1C1,protein_coding
ATP6V1C2,protein_coding
ATP6V1D,protein_coding
ATP6V1E1,protein_coding
ATP6V1E1P1,processed_pseudogene
ATP6V1E2,protein_coding
ATP6V1F,protein_coding
